name,gender
omesa,M
omesh,M
omeshwar,M
omkar,M
omkarnath,M
ompati,M
omprakash,M
omswaroop,M
oni,M
oojam,M
oorjit,M
orion,M
paandu,M
paandurang,M
paaninee,M
paarbrahm,M
paarth,M
paarthiv,M
paavak,M
paavan,M
padam,M
padm,M
padmabandhu,M
padmadhar,M
padmahasta,M
padmaj,M
padmakar,M
padmakant,M
padmal,M
padmalochan,M
padman,M
padmanabha,M
padmapani,M
padmapati,M
padmayani,M
padmesh,M
padminish,M
pahal,M
pakhi,M
paksha,M
pakshi,M
palak,M
palash,M
palashranjan,M
palin,M
pallab,M
pallav,M
panav,M
panchaanan,M
panchajana,M
panchal,M
panchavaktra,M
pandhari,M
pandita,M
panduranga,M
pandya,M
pankaj,M
pankajalochana,M
pankajan,M
pankajeet,M
panna,M
pannalal,M
panngesh,M
panshul,M
parag,M
paraashar,M
parakram,M
param,M
paramananda,M
paramartha,M
paramesh,M
parameshwar,M
paramjeet,M
paramjit,M
paran,M
paranjay,M
parantapa,M
paras,M
parashar,M
parashuraam,M
parasme,M
paratpara,M
paravasu,M
parees,M
paresh,M
paresha,M
parighosh,M
parijat,M
pariket,M
parikshit,M
parimal,M
parindra,M
paritosh,M
parish,M
parmaarth,M
parmeet,M
parmesh,M
parnad,M
parnal,M
parnik,M
parth,M
partha,M
parthapratim,M
parthasarathi,M
parthiv,M
parvat,M
parvateshwar,M
parvatinandan,M
parvesh,M
pashunath,M
pashupati,M
patag,M
patakin,M
pathik,M
pathin,M
patoj,M
patr,M
paurav,M
pavak,M
pavan,M
pavanaj,M
pavankumar,M
pavansut,M
pavitra,M
payas,M
payod,M
peetambar,M
peeyush,M
pehlaj,M
perumal,M
phalak,M
phalgun,M
phani,M
phaninath,M
phanindra,M
phanishwar,M
phoolendu,M
piki,M
pinak,M
pingal,M
pinakin,M
pitambar,M
pival,M
piyali,M
piyush,M
poshan,M
poonish,M
pooran,M
poornachandra,M
poornanand,M
poorv,M
poorvaj,M
poudhan,M
prabal,M
prabhakar,M
prabhanjan,M
prabhas,M
prabhat,M
prabhav,M
prabhave,M
prabhu,M
prabuddha,M
prabir,M
prabodh,M
prabodhan,M
prachet,M
pracheta,M
prachur,M
pradarsh,M
pradeep,M
pradhi,M
pradnesh,M
pradosh,M
pradyot,M
pradyumna,M
pradyun,M
praful,M
prafulla,M
pragdeesh,M
pragnay,M
pragnya,M
pragun,M
prayan,M
prahalad,M
prahlad,M
prajapati,M
prajeet,M
prajesh,M
prajin,M
prajit,M
prajval,M
prajvala,M
prakash,M
prakat,M
praket,M
prakhar,M
prakrit,M
prakul,M
pramath,M
pramesh,M
pramit,M
pramod,M
pramodan,M
pramsu,M
pramukh,M
pran,M
prana,M
pranad,M
pranav,M
pranava,M
pranay,M
praneel,M
praneeth,M
pranesh,M
pranet,M
praney,M
pranit,M
pranjal,M
pranjivan,M
prankit,M
prannath,M
pranshu,M
pransu,M
pransukh,M
prasad,M
prasanna,M
prasata,M
prasenjit,M
prasham,M
prashansa,M
prashant,M
prashray,M
prasoon,M
prasuk,M
pratap,M
prateep,M
prateesh,M
prateet,M
pratham,M
prathamesh,M
pratik,M
pratosh,M
pratul,M
pratyush,M
praval,M
pravan,M
pravar,M
praveen,M
praveer,M
pravin,M
pravir,M
pravit,M
prayaag,M
preet,M
preetam,M
preetidutt,M
preetish,M
preetiwardhan,M
prem,M
premal,M
premanand,M
premendra,M
prerit,M
pretvan,M
pribhakta,M
prina,M
prineet,M
prinita,M
pritam,M
pritesh,M
prithish,M
prithu,M
prithvee,M
prithvi,M
prithviraj,M
pritish,M
privrata,M
priyaank,M
priyadarshan,M
priyadarshi,M
priyaka,M
priyal,M
priyanesh,M
priyanshu,M
priyanvad,M
priyaranjan,M
priyesh,M
pruthivi,M
pujan,M
pukhraj,M
pulak,M
pulakesh,M
pulin,M
pulkit,M
pundalik,M
puneet,M
punit,M
purahan,M
purajit,M
puran,M
purandar,M
puranjay,M
purav,M
purnanada,M
purnendu,M
purohit,M
purshottam,M
puru,M
purujit,M
purumitra,M
pururava,M
purushottam,M
pusan,M
pushkal,M
pushkar,M
pushp,M
pushpad,M
pushpak,M
pushpakar,M
pushpaketu,M
pushpaj,M
pushpendra,M
pushpesh,M
pushpmitra,M
puskara,M
pyarelal,M
pyaremohan,M
raahi,M
raajaa,M
raajeev,M
raajeevalochan,M
raajyashree,M
raakaa,M
raakesh,M
raam,M
raamaanuj,M
raamdatt,M
rachit,M
radhakanta,M
radhakrishna,M
radhavallabh,M
radhesh,M
radheshyam,M
radheya,M
radhiyaa,M
raghav,M
raghavendra,M
raghbir,M
raghu,M
raghukumara,M
raghunandan,M
raghunath,M
raghupati,M
raghuvir,M
ragin,M
rahas,M
rahul,M
raivata,M
raj,M
raja,M
rajan,M
rajaneesh,M
rajani,M
rajanikant,M
rajas,M
rajat,M
rajata,M
rajatanabhi,M
rajatshubhra,M
rajdeep,M
rajeev,M
rajeevalochana=,M
rajendra,M
rajendrakumar,M
rajendramohan,M
rajesh,M
rajhans,M
rajinipati,M
rajit,M
rajiv,M
rajkumar,M
rajrishi,M
raju,M
rajul,M
rajyeshwar,M
rakesh,M
rakshan,M
raktakamal,M
ram,M
ramadeep,M
ramadhuta,M
ramakaant,M
ramakanta,M
ramakrishna,M
raman,M
ramanand,M
ramanjit,M
ramanuj,M
ramanuja,M
ramashray,M
ramavatar,M
ramchandra,M
ramdas,M
ramesh,M
rameshwar,M
ramgopal,M
ramkishore,M
ramkrishna,M
ramkumar,M
rammohan,M
ramnath,M
ramprasad,M
rampratap,M
ramoji,M
ramra,M
ramratan,M
ramswaroop,M
rana,M
ranadeva,M
ranajay,M
ranajit,M
ranak,M
rand,M
randhir,M
ranesh,M
ranil,M
rangana,M
ranganath,M
ranjan,M
ranjay,M
ranjit,M
ranjiv,M
rantidev,M
ranveer,M
ras,M
rasaraj,M
rasbihari,M
rasesh,M
rashmi,M
rasik,M
rasit,M
rasmaru,M
rasna,M
ratan,M
ratannabha,M
ratash,M
rathin,M
ratinderpal,M
ratish,M
ratnabhu,M
ratnakar,M
ratnanidhi,M
ratnesh,M
ratul,M
raunak,M
raunit,M
ravalnath,M
raveendra,M
raven,M
ravi,M
ravikanth,M
ravikeerti,M
ravikiran,M
ravinandan,M
ravindra,M
ravindranath,M
ravinshu,M
ravish,M
ravisharan,M
ravishu,M
ravit,M
ray,M
rayirth,M
rebanta,M
renaud,M
renesh,M
renit,M
resham,M
revanth,M
revarth,M
richan,M
riddhiman,M
ridit,M
rigved,M
riju,M
rijul,M
rikin,M
rimon,M
ripu,M
ripudaman,M
rishaan,M
rishab,M
rishabh,M
rishi,M
rishik,M
rishikesh,M
rishit,M
rishvanjas,M
ritesh,M
rithik,M
riti,M
ritul,M
rituraaj,M
ritvik,M
rivan,M
rochak,M
rochan,M
rohak,M
rohan,M
rohanlal,M
rohin,M
rohiniraman,M
rohinish,M
rohit,M
rohitasva,M
rohtak,M
romila,M
romir,M
ronak,M
ronav,M
ronit,M
roopak,M
roopesh,M
ronsher,M
roshan,M
ruchir,M
rudr,M
rudra,M
rudrapriya,M
ruhan,M
rujul,M
rukm,M
rukminesh,M
rupak,M
rupang,M
rupendra,M
rupesh,M
rupeshwar,M
rupin,M
rushabh,M
rusham,M
rushang,M
rusheek,M
rushil,M
rustam,M
rutajit,M
rutesh,M
rutva,M
rutvij,M
rwiju,M
saagar,M
saakaar,M
saanjh,M
saaras,M
saatatya,M
saatvik,M
sabal,M
sabhya,M
sabyasachi,M
sabrang,M
sachh,M
sacchidananda,M
sachchit,M
sachet,M
sachetan,M
sachin,M
sachish,M
sachit,M
sachiv,M
sadabindu,M
sadanand,M
sadar,M
sadashiv,M
sadashiva,M
sadavir,M
sadeepan,M
sadgun,M
sadhan,M
sadhil,M
sadiva,M
sadru,M
safal,M
saffar,M
sagan,M
sagar,M
sagardutt,M
sagun,M
saguna,M
sahaj,M
sahar,M
sahara,M
saharsh,M
sahas,M
sahasrad,M
sahastrabahu,M
sahastrajit,M
sahasya,M
sahat,M
sahaya,M
sahadev,M
sahen,M
sahib,M
sahil,M
sahishnu,M
sai,M
saiamartya,M
saicharan,M
saideep,M
saijeevadhara,M
saikalakala,M
saikalateeta=,M
saikiran,M
sailadev,M
sainath,M
saiprasad,M
saipratap,M
sajal,M
sajan,M
sajiv,M
sajiva,M
sajjan,M
saju,M
sakaleshwar,M
sakash,M
saket,M
saketharaman,M
saksham,M
sakshum,M
salarjung,M
salaj,M
salil,M
salokh,M
samaah,M
samabashiv,M
samaj,M
samajas,M
samaksh,M
samanyu,M
samar,M
samarendra,M
samarendu,M
samarjit,M
samarpan,M
samarth,M
samavart,M
sambaran,M
sambha,M
sambhav,M
sambit,M
sambodh,M
sambuddha,M
samdarshi,M
sameep,M
sameer,M
samen,M
samendu,M
samesh,M
samhita,M
sami,M
samik,M
samin,M
samir,M
samividhan=,M
sammad,M
sampada,M
sampath,M
sampoorn,M
samranpal,M
samrat,M
samrudh,M
samskar,M
samskara,M
samudra,M
samudragupta,M
samudrasen,M
samvar,M
samyak,M
sanaatan,M
sanat,M
sanatana,M
sanchay,M
sanchit,M
sandeep,M
sandeepen,M
sandesh,M
sanhata,M
sanjay,M
sanjeev,M
sanjit,M
sanjiv,M
sanjivan,M
sanjog,M
sankara,M
sankalp,M
sankarshan,M
sanket,M
sankul,M
sannath,M
sannibh,M
sannidhi,M
sannigdh,M
sanobar,M
sanshray,M
sanskar,M
santan,M
santosh,M
sanurag,M
sanwariya,M
sanyog,M
sapan,M
saprathas,M
saptajit,M
saptarishi,M
saptanshu,M
sarana,M
sarang,M
saral,M
saransh,M
saras,M
sarasi,M
sarasija,M
sarasvat,M
sarat,M
sarathy,M
saravana,M
sarayu,M
sarbajit,M
sarbani,M
sargam,M
sarin,M
sarish,M
sarit,M
sarngin,M
sarojin,M
sartaj,M
sarthak,M
sarup,M
sarva,M
sarvad,M
sarvadaman,M
sarvadev,M
sarvadharin,M
sarvag,M
sarvagny,M
sarvak,M
sarvambh,M
sarvan,M
sarvang,M
sarvapalaka,M
sarvashay,M
sarvavas,M
sarvendra,M
sarvesh,M
sarveshvara,M
sarwar,M
sashang,M
sashreek,M
sashanth,M
sashwat,M
sasi,M
sasidhar,M
sasmit,M
sasta,M
satadev,M
satamanyu,M
satanand,M
satayu,M
sateendra,M
satesh,M
sathi,M
sathindar,M
satin,M
satinath,M
satindra,M
satish,M
satishchandra,M
satkartar,M
satpal,M
satpati,M
satrajit,M
satruijt,M
satvamohan,M
satvat,M
satveer,M
satvik,M
satvinder,M
satya,M
satyadarshi,M
satyadev,M
satyajit,M
satyak,M
satyakaam,M
satyaki,M
satyam,M
satyamurty,M
satyanarayan,M
satyankar,M
satyaprakash,M
satyapriya,M
satyasheel,M
satyashrawaa,M
satyavaan,M
satyavache,M
satyavrat,M
satyen,M
satyendra,M
saubal,M
saubhadra,M
saudeep,M
saumit,M
saumitr,M
saumitra,M
saumya,M
saunak,M
saurabh,M
saurav,M
saurjyesh,M
sava,M
savar,M
savir,M
savit,M
savitashri,M
savitendra,M
savya,M
savyasachi,M
sawan,M
seemanta,M
sekhar,M
selva,M
sena,M
senajit,M
senthil,M
seshadri,M
setu,M
seva,M
sevak,M
shaan,M
shaandilya,M
shaant,M
shaarav,M
shaardul,M
shaashwat,M
shabar,M
shadab,M
shagun,M
shahalad,M
shail,M
shaildhar,M
shailen,M
shailendra,M
shailesh,M
shakti,M
shaktidhar,M
shakuni,M
shakunt,M
shakyasinha,M
shalabh,M
shalang,M
shaligram,M
shalik,M
shalin,M
shalina,M
shalmali,M
shalya,M
shamak,M
shamakarn,M
shambhavi,M
shambhu,M
shameek,M
shami,M
shamik,M
shamindra,M
shamita,M
shams,M
shanay,M
shandar,M
shankar,M
shankarshan,M
shankdhar,M
shankh,M
shankhapani,M
shankhi,M
shankhin,M
shankir,M
shanmukha,M
shansa,M
shantanav,M
shantan,M
shantanu,M
shantashil,M
shantidev,M
shantimay,M
shantinath,M
shantiprakash,M
shanyu,M
sharad,M
sharadchandra,M
sharadendu,M
sharan,M
sharang,M
sharat,M
shardul,M
shari,M
sharu,M
sharvarish,M
shashank,M
shashee,M
shashi,M
shashibhushan,M
shashidhar,M
shashikant,M
shashikar,M
shashikiran,M
shashimohan,M
shashin,M
shashipushpa,M
shashish,M
shashishekhar,M
shashvata,M
sashriti,M
shashwat,M
shataaneek,M
shataayu,M
shatadru,M
shatarupa,M
shatjit,M
shatrughan,M
shatrughna,M
shatrujit,M
shatrunjay,M
shattesh,M
shauchin,M
shauna,M
shaunak,M
shaurav,M
shauri,M
shaurya,M
shay,M
shaylan,M
sheehan,M
sheil,M
shekhar,M
shera,M
shesanand,M
shesh,M
sheshdhar,M
shevantilal,M
shibhya,M
shighra,M
shikhandin,M
shikhar,M
shilang,M
shilendra,M
shilish,M
shineyu,M
shinjan,M
shipirist,M
shirdi,M
shirish,M
shirom,M
shiromani,M
shishir,M
shishirchandra,M
shishirkana,M
shishirkumar,M
shishupal,M
shishul,M
shitiz,M
shitikanth,M
shiv,M
shivadev,M
shivam,M
shivanand,M
shivanath,M
shivank,M
shivansh,M
shivas,M
shivasunu,M
shiven,M
shivendra,M
shivendu,M
shivesh,M
shiveshvar,M
shivik,M
shivkumar,M
shivlal,M
shivraj,M
shivram,M
shivshankar,M
shivshekhar,M
shlesh,M
shlok,M
shobhan,M
shoor,M
shoora,M
shoorsen,M
shoubhit,M
shranay,M
shraunak,M
shravan,M
shravana,M
shravankumar,M
shray,M
shree,M
shreedhar,M
shreeharsh,M
shreekant,M
shreekrishna,M
shreekumar,M
shreeman,M
shreepriya,M
shreepushp,M
shreerang,M
shreesh,M
shreevallabh,M
shrenik,M
shreshta,M
shresth,M
shresthi,M
shrey,M
shreyank,M
shreyansh,M
shreyas,M
shreyash,M
shreyovardhana,M
shrida,M
shridhar,M
shrigopal,M
shrihan,M
shrihari,M
shrikant,M
shrikar,M
shrikeshav,M
shrikrishna,M
shrikumar,M
shrimat,M
shrimate,M
shrimohan,M
shrinand,M
shrinath,M
shringesh,M
shriniketan,M
shrinivas,M
shripad,M
shripadma,M
shripal,M
shripati,M
shriram,M
shriranga,M
shriranjan,M
shrish,M
shrisha,M
shrivarah,M
shrivardhan,M
shrivas,M
shrivatsa,M
shrivatsav,M
shriyadita,M
shriyans,M
shrot,M
shrutakeerti,M
shrutik,M
shubendra,M
shubhang,M
shubhankar,M
shubhashis,M
shubh,M
shubhaksh,M
shubhan,M
shubhasunad,M
shubhay,M
shubhendu,M
shubhojit,M
shubhranshu,M
shubhratho,M
shuddhashil,M
shuk,M
shukla,M
shukra,M
shuktij,M
shulabh,M
shulandhar,M
shulin,M
shuna,M
shushil,M
shvant,M
shvetambar,M
shvetang,M
shvetank,M
shvetanshu,M
shvetavah,M
shwetambar,M
shwetanshu,M
shwetbhanu,M
shyam,M
shyamak,M
shyamal,M
shyamantak,M
shyamsunder,M
siamak,M
sidak,M
siddak,M
siddha,M
siddhadev,M
siddhanath,M
siddhanta,M
siddharth,M
siddhesh,M
siddheshwar,M
siddhraj,M
siddid,M
sihaam,M
sikandar,M
simrit,M
sindhu,M
sindhunath,M
sinha,M
sinhag,M
sinhvahan,M
siraj,M
sitakanta,M
sitanshu,M
sitaram,M
sitikantha,M
sivanta,M
skand,M
smarajit,M
smaran,M
smiren,M
smritiman,M
sneagen,M
snehakant,M
snehal,M
snehil,M
snithik,M
sohal,M
soham,M
sohan,M
sohil,M
sokanathan,M
soleil,M
som,M
somadev,M
somali,M
somansh,M
somanshu,M
somashekhar,M
somasindhu,M
sombir,M
somendra,M
somesh,M
someshwar,M
somil,M
somkar,M
somnath,M
somprakash,M
sonit,M
sopaan,M
soumava,M
soumil,M
sourabh,M
souradip,M
sourish,M
sourja,M
sparsh,M
sreeghan,M
sreevalsan,M
sriashwin,M
sriansh,M
srichaitra,M
sridatta,M
sridhar,M
srihith,M
srijan,M
srijesh,M
srikant/,M
srikar,M
srinesh,M
srinish,M
srinivas,M
sriram,M
sritam,M
srivant,M
srivar,M
srivatsav,M
stavya,M
sthavir,M
sthir,M
stotri,M
subaahu,M
subal,M
subali,M
subandhu,M
subeer,M
subeesh,M
subhadr,M
subhag,M
subhan,M
subhang,M
subhas,M
subhash,M
subhendu,M
subhradip,M
subinay,M
subodh,M
subrahmanya,M
subratah,M
suchendra,M
suchet,M
suchin,M
suchir,M
suchit,M
sudalai,M
sudama,M
sudarshan,M
suday,M
sudeep,M
sudeepta,M
sudesha,M
sudev,M
sudeva,M
sudhakar,M
sudhamay,M
sudhang,M
sudhanshu,M
sudhanssu,M
sudhanvan,M
sudhendra,M
sudhindra,M
sudhir,M
sudhish,M
sudhit,M
sudin,M
sudip,M
sudir,M
sugandh,M
sugata,M
sughosh,M
sugriva,M
suhas,M
suhrit,M
suhruda,M
sujal,M
sujan,M
sujash,M
sujat,M
sujay,M
sujendran,M
sujetu,M
sujit,M
suka,M
sukant/,M
sukarma,M
sukarman,M
sukumar,M
suketu,M
sukhajat,M
sukhakar,M
sukhamay,M
sukhashakt,M
sukhdev,M
sukhesh,M
sukhwant,M
sukrant,M
sukrit,M
sukumara,M
sukumaran,M
sulabh,M
sulalit,M
sulek,M
suloch,M
sulochan,M
sumadhur,M
suman,M
sumangal,M
sumant,M
sumantu,M
sumanyu,M
sumati,M
sumatinath,M
sumay,M
sumed,M
sumedh,M
sumeer,M
sumeet,M
sumeru,M
sumesh,M
sumiran,M
sumit,M
sumitr,M
sumitranandan,M
sumukh,M
sunand,M
sunam,M
sunandan,M
sunar,M
sunashi,M
sunay,M
sunchit,M
sundar,M
sundara,M
sunder,M
suneet,M
sunil,M
sunirmal,M
sunjeev,M
suparn,M
supash,M
suprabhaat,M
suprakash,M
suprasanna,M
supratik,M
supratim,M
supreet,M
suprit,M
sur,M
suradhish,M
suradip,M
suragan,M
suraj,M
surajit,M
surajiv,M
suram,M
suran,M
suranjan,M
surarihan,M
suras,M
surath,M
surbhup,M
surdaas,M
surdeep,M
suren,M
surendra,M
suresh,M
sureshwar,M
suri,M
surjeet,M
surnath,M
surshri,M
surup,M
surush,M
suryaansh,M
surya,M
suryabhan,M
suryadev,M
suryakant,M
suryanshu,M
suryaprakash,M
suryashankar,M
suryansh,M
suryesh,M
susadh,M
susan,M
susen,M
sushant,M
sushen,M
susher,M
sushil,M
sushim,M
sushobhan,M
sushrut,M
susil,M
sutantu,M
sutapa,M
sutara,M
sutej,M
sutirth,M
sutosh,M
sutoya,M
suvan,M
suvarn,M
suvas,M
suvel,M
suvidh,M
suvimal,M
suvir,M
suvrata,M
suyamun,M
suyati,M
suyash,M
svamin,M
svaminath,M
svang,M
svanik,M
svar,M
svaraj,M
svarg,M
svarna,M
svarpati,M
svayambhu,M
svayambhut,M
swadhin,M
swagat,M
swajith,M
swami,M
swaminath,M
swapan,M
swapnesh,M
swapnil,M
swaraj,M
swarit,M
swarnim,M
swarnapurishwara,M
swarup,M
swastik,M
swatantar,M
swayambhu,M
swetaketu,M
swetank,M
swethan,M
syamantak,M
syon,M
syum,M
taarank,M
taha,M
tahir,M
tahoma,M
tajdar,M
taksa,M
taksha,M
takshak,M
taksheel,M
talaketu,M
talank,M
talin,M
talish,M
tamal,M
tamas,M
tamil,M
tamila,M
tamish,M
tamkinat,M
tamoghna,M
tamonash,M
tamra,M
tana,M
tanak,M
tanav,M
tanay,M
tanish,M
tanishq,M
tanmay,M
tanuj,M
tanul,M
tandeep,M
tanveer,M
tapan,M
tapas,M
tapasendra,M
tapasranjan,M
tapendra,M
tapesh,M
tapomay,M
taporaj,M
tarachand,M
tarachandra,M
taradhish,M
tarak,M
tarakesh,M
tarakeshwar,M
taraknath,M
taraksh,M
taral,M
taran,M
tarang,M
tarani,M
taranjot,M
taraprashad,M
tarendra,M
taresh,M
tarik,M
tarit,M
tarosh,M
taru,M
tarusa,M
tarun,M
taruntapan,M
tashvin,M
tathagat,M
tatharaj,M
tatya,M
tautik,M
tavish,M
teerth,M
teerthankar,M
tegvir,M
tej,M
tejal,M
tejas,M
tejeshwar,M
tejomay,M
thakarshi,M
thakur,M
thaman,M
thashan,M
thavanesh,M
thayalan,M
thulasitharan,M
tijil,M
tilak,M
timin,M
timmy,M
timothy,M
tirranand,M
tirthankar,M
tirthayaad,M
tirumala,M
tirupathi,M
tisyaketu,M
titir,M
toshan,M
toya,M
toyesh,M
trailokva,M
triambak,M
tribhuvan,M
tridev,M
tridhaman,M
tridhatri,M
tridib,M
tridiva,M
trigun,M
trigya,M
trijal,M
trikay,M
trilochan,M
trilok,M
trilokchand,M
trilokesh,M
trilokanath,M
trimaan,M
trimurti,M
trinabh,M
trinath,M
trinetra,M
tripur,M
trinayan,M
tripurajit,M
tripurari,M
trisanu,M
trishan,M
trishanku,M
trishar,M
trishul,M
trishulank,M
trishulin,M
trivikram,M
tufan,M
tuhin,M
tuhinsurra,M
tuka,M
tukaram,M
tulsikumar,M
tulsidaas,M
tunava,M
tunda,M
tunganath,M
tungar,M
tungesh,M
tungeshwar,M
tungish,M
turag,M
turvasu,M
tushaar,M
tusharkanti,M
tusharsuvra,M
tusya,M
tuvidyumna,M
tuvijat,M
tyaagaraaj,M
tyagraja,M
uday,M
udayan,M
udbhav,M
uddhav,M
udeep,M
udit,M
ujas,M
ujesh,M
ujjwal,M
ulhas,M
umachandra,M
umakant,M
umang,M
umesh,M
unmesh,M
upanshu,M
upendra,M
ushapati,M
utham,M
uttam,M
utkarsh,M
utpal,M
vaachaspati,M
vaageesh,M
vaakpati,M
vaalmeeki,M
vaaman,M
vaamdev,M
vaanee,M
vaasavadatta,M
vaasuki,M
vaatsyaayan,M
vaayu,M
vachan,M
vachaspati,M
vadin,M
vadish,M
vagindra,M
vagish,M
vahin,M
vaibhav,M
vaidya,M
vaidyanaath,M
vaijayi,M
vaijnath,M
vaikartan,M
vaikhan,M
vaikunth,M
vaikuntanath,M
vainavin,M
vairaj,M
vairaja,M
vairat,M
vairinchya,M
vairochan,M
vaisak,M
vaishant,M
vaishnav,M
vaishwaanar,M
vaiwaswat,M
vajasani,M
vajendra,M
vajrang,M
vajraang,M
vajrabaahu,M
vajradhar,M
vajrahast,M
vajrajit,M
vajrakaya,M
vajraksha,M
vajramani,M
vajrapaani,M
vajrin,M
vakrabhuj,M
vakratund,M
valaak,M
vallabh,M
valmiki,M
vama,M
vamadev,M
vamsi,M
vamsidhar,M
vamsikrishna,M
vanabihari,M
vanad,M
vanadev,M
vanajit,M
vanamalin,M
vandan,M
vanhi,M
vanij,M
vaninadh,M
vanmaalee,M
vanraaj,M
vansh,M
vansheedhar,M
vanshya,M
varid,M
varidhvaran,M
variya,M
varendra,M
varaah,M
varaahamihir,M
vardaan,M
varad,M
varadaraaj,M
varana,M
vardhaman,M
vardhan,M
varesh,M
vareshvar,M
varij,M
varin,M
varindra,M
varish,M
variyas,M
varshik,M
vartanu,M
varun,M
varunesh,M
vasant,M
vasantamaalika,M
vasav,M
vasavaj,M
vashisht,M
vasistha,M
vasu,M
vasudev,M
vasuki,M
vasuman,M
vasumat,M
vasumitra,M
vasupati,M
vasur,M
vasuroop,M
vasusen,M
vatatmaj,M
vatradhara,M
vatsa,M
vatsal,M
vatsapal,M
vatsar,M
vatsin,M
vaydeesh,M
vayu,M
vayujat,M
vayun,M
vayunand,M
vayya,M
ved,M
vedanga,M
vedant,M
vedanth,M
vedaprakash,M
vedatman,M
vedatmane,M
vedavrata,M
vedbhushan,M
vedesh,M
vedmohan,M
vedavyaas,M
veekshith,M
veer,M
veerbhadra,M
veerendra,M
veerottam,M
velan,M
venavir,M
veni,M
venimadhav,M
venkat,M
venkataraman,M
venkatesh,M
venu,M
venumadhav,M
venugopal,M
veydant,M
viamrsh,M
vibhaakar,M
vibhaavasu,M
vibhas,M
vibhat,M
vibhavasu,M
vibhishan,M
vibhor,M
vibhu,M
vibhudendra,M
vibhumat,M
vibhusnu,M
vibhut,M
vibodh,M
vidarbh,M
videh,M
vidhatru,M
vidhesh,M
vidhu,M
vidhyadhar,M
vidip,M
vidit,M
vidojas,M
vidur,M
vidvan,M
vidvatam,M
vidyaaranya,M
vidyacharan,M
vidyadhar,M
vidyaranya,M
vidyasagar,M
vidyut,M
vighnajit,M
vighnaraaj,M
vighnesh,M
vighneshwar,M
vigrah,M
vihaan,M
vihanga,M
vihang,M
vijay,M
vijayant,M
vijayarathna,M
vijayendra,M
vijayesh,M
vijayketu,M
vijeesh,M
vijendra,M
vijeta,M
vijigeesh,M
vijul,M
vijval,M
vikarnan,M
vikas,M
vikat,M
vikern,M
vikesh,M
vikram,M
vikramaditya,M
vikramajit,M
vikramendra,M
vikramin,M
vikrant,M
viksar,M
vikunth,M
vikyath,M
vilas,M
vilochan,M
vilohit,M
vilok,M
vilokan,M
vimal,M
vimaladitya,M
vimalmani,M
vimridh,M
vinayak,M
vinahast,M
vinamar,M
vinay,M
vineet,M
vinesh,M
vinil,M
vinochan,M
vinod,M
vinoo,M
vipan,M
vipaschit,M
vipin,M
vipinbehari,M
viplav,M
vipreet,M
vipul,M
vir,M
viraaj,M
viraat,M
virabhadra,M
viral,M
viranath,M
viranchi,M
virasana,M
virat,M
virata,M
virbhanu,M
virendra,M
viresh,M
vireshvar,M
virikvas,M
virinchi,M
virochan,M
virudh,M
virurch,M
visamaksh,M
vishal,M
vishaalaaksh,M
vishakh,M
vishalya,M
vishantak,M
vishatan,M
vishesh,M
vishikh,M
vishnahpu,M
vishnay,M
vishnu,M
vishnudutt,M
vishodhan,M
vishram,M
vishresh,M
vishruth,M
vishtasp,M
vishv,M
vishva,M
vishvadev,M
vishvadhar,M
vishvag,M
vishvahetu,M
vishvajit,M
vishvakarma,M
vishvaketu,M
vishvam,M
vishvamitra,M
vishvanabh,M
vishvanaath,M
vishvaretas,M
vishvatma,M
vishvesh,M
vishwaamitra,M
vishvas,M
vishwajeet,M
vishwakarma,M
vishwambhar,M
vishwamitra,M
vishwankar,M
vishwaroop,M
vishwast,M
vishwasth,M
vishwatma,M
vishweshwar,M
vismay,M
visvajit,M
visvayu,M
viswanath,M
vitabhay,M
vitaharya,M
vitashokha,M
vitasta,M
vithala,M
vitola,M
vittanath,M
vittesh,M
vitthal,M
vivaan,M
vivan,M
vivash,M
vivaswat,M
vivatma,M
vivek,M
vivekananda,M
vivin,M
vrajakishore,M
vrajalal,M
vrajamohan,M
vrajanadan,M
vrajesh,M
vrajraj,M
vratesh,M
vrisa,M
vrisag,M
vrisan,M
vrisangan,M
vrisapati,M
vrishab,M
vrishabh,M
vrishabhaanu,M
vrishank,M
vrishin,M
vrisini,M
vyan,M
vyasa,M
vyom,M
vyomaang,M
vyomdev,M
vyomakesh,M
vyomesh,M
vyshnav,M
yadav,M
yadavendra,M
yadu,M
yadunandan,M
yadunath,M
yaduraj,M
yaduvir,M
yagna,M
yagnesh,M
yagya,M
yagyasen,M
yagyesh,M
yaj,M
yajat,M
yajnadhar,M
yajnarup,M
yajnesh,M
yakootah,M
yaksha,M
yamahil,M
yamajit,M
yamha,M
yamir,M
yash,M
yashas,M
yashmit,M
yashodev,M
yashodhan,M
yashodhar,M
yashovardhana,M
yashovarman,M
yashpal,M
yashraj,M
yashvasin,M
yashwant,M
yasti,M
yathavan,M
yatin,M
yatindra,M
yatish,M
yatiyasa,M
yatnesh,M
yayati,M
yayin,M
yog,M
yogadeva,M
yoganidra,M
yogendra,M
yogesh,M
yograj,M
yogi,M
yoginampati,M
yogine,M
yogiraj,M
yojit,M
yudhajit,M
yudhisthir,M
yugandhar,M
yugantar,M
yukta,M
yuval,M
yuvaraj,M
yuyutsu,M
zahin,M
zaiden,M
zain,M
zaki,M
zeeshan,M
zahir,M
zakiy,M
zamir,M
zarir,M
zev,M
