name,gender
zayd,M
aabha,F
aabharana,F
aadarshini,F
aadhya,F
aadita,F
aadrika,F
aahlaadita,F
aahna,F
aakanksha,F
aakriti,F
aaloka,F
aamaal,F
aamani,F
aamrapali,F
aanandamayee,F
aanandi,F
aanandita,F
aanchal,F
aaniya,F
aapti,F
aaral,F
aaradhya,F
aaratrika,F
aarati,F
aarika,F
aarini,F
aarna,F
aarohi,F
aarti,F
aarushi,F
aasha,F
aashalata,F
aashi,F
aashiyana,F
aashna,F
aashni,F
aashritha,F
aasia,F
aastha,F
aathmika,F
aatmaja,F
aayushi,F
abha,F
abhaya,F
abhijaata,F
abhijita,F
abhilasha,F
abhimani,F
abhipsa,F
abhira,F
abhiri,F
abhirami,F
abhiruchi,F
abhirupa,F
abhisarika,F
abishta,F
abhitha,F
abirami,F
ablaa,F
aboli,F
achala,F
achla,F
achira,F
adhira,F
adhishree,F
adishakti,F
aditi,F
aditri,F
adrika,F
advika,F
adwita,F
adwiteya,F
adwitiya,F
adya,F
agamya,F
aghanashini,F
agnishikha,F
agrata,F
agrima,F
agriya,F
ahalya,F
ahimsa,F
ahladita,F
aishani,F
aishi,F
aishwarya,F
ajaa,F
aja,F
ajala,F
ajastha,F
ajaya,F
ajita,F
akane,F
akanksha,F
akashleena,F
akhila,F
akira,F
akriti,F
akshadha,F
akshainie,F
akshara,F
akshata,F
akshayaa,F
akshi,F
akshita,F
akula,F
akuti,F
alaina,F
alak,F
alaknanda,F
alaka,F
alakananda,F
alankrita,F
alda,F
alekhya,F
alisha,F
alka,F
almas,F
aloki,F
alopa,F
alpa,F
alpana,F
alpita,F
am,F
amal,F
amala,F
amaldeepti,F
amara,F
amaris,F
amba,F
ambaalika,F
ambar,F
ambika,F
ambu,F
ambuda,F
ambuja,F
ami,F
amidi,F
amisha,F
amishi,F
amishta,F
amita,F
amithi,F
amiti,F
amitjyoti,F
amitrasudan,F
amiya,F
amla,F
amlankusum,F
amlika,F
ammu,F
amoda,F
amodini,F
amolika,F
amoolya,F
amrapali,F
amrita,F
amritambu,F
amritaya,F
amritkala,F
amritrashmi,F
amrusha,F
amrutha,F
amshula,F
amukta,F
amulya,F
amvi,F
ana,F
anaamika,F
anagha,F
anagi,F
anahita,F
analaa,F
anamika,F
anamitra,F
ananda,F
anandani,F
anandi,F
anandita,F
anandmayee,F
anangee,F
anantaa,F
ananti,F
ananya,F
anarghya,F
anasuya,F
anavi,F
anbar,F
anchal,F
anchala,F
anchita,F
andal,F
anemone,F
angaja,F
angana,F
angarika,F
angha,F
angira,F
angoori,F
ania,F
aniha,F
anika,F
anima,F
anilaja,F
anindita,F
anisa,F
anisha,F
anishka,F
anita,F
aniya,F
anjalee,F
anjali,F
anjana,F
anjani,F
anjika,F
anjini,F
anju,F
anjum,F
anjushri,F
ankal,F
ankaiyarkanni,F
ankita,F
ankolika,F
anmol,F
anna,F
annada,F
annapoorna,F
annika,F
annisa,F
annjaya,F
anokhi,F
ansha,F
anshi,F
anshika,F
anshita,F
anshu,F
anshula,F
anshumaala,F
anshumali,F
ansuya,F
antara,F
antariksha,F
anu,F
anubhuti,F
anudeepthi,F
anugraha,F
anugya,F
anuja,F
anukampa,F
anukeertana,F
anukriti,F
anula,F
anulata,F
anulekha,F
anuloma,F
anumati,F
anumegha,F
anumeha,F
anumita,F
anupa,F
anupama,F
anuprabha,F
anupriya,F
anuradha,F
anuragini,F
anurati,F
anusha,F
anushka,F
anushri,F
anuttara,F
anvi,F
anvidha,F
anvita,F
anwesha,F
anwita,F
anya,F
aolani,F
apala,F
aparaa,F
aparaajita,F
aparna,F
aparoopa,F
apeksha,F
apinaya,F
apsara,F
apurba,F
apurva,F
araceli,F
aradhana,F
aradhya,F
arathi,F
archa,F
archana,F
archini,F
archisha,F
archita,F
ardra,F
arghya,F
arianna,F
arij,F
ariona,F
arja,F
arjuni,F
arkita,F
armita,F
arni,F
arogyada,F
arpana,F
arpita,F
arshi,F
arshia,F
arshiya,F
artana,F
arti,F
aruna,F
arundhati,F
aruni,F
arunima,F
arushi,F
arwa,F
arya,F
aryahi,F
aryama,F
aryana,F
asah,F
asaavari,F
aseema,F
asha,F
ashakiran,F
ashalata,F
ashani,F
ashavari,F
ashika,F
ashima,F
ashiqa,F
ashira,F
ashita,F
ashlesha,F
ashmi,F
ashmita,F
ashnaa,F
ashna,F
ashrita,F
ashu,F
ashwabha,F
ashwina,F
ashwini,F
asita,F
askini,F
asmita,F
astha,F
aswathi,F
asya,F
atasi,F
athasha,F
atheeva,F
atiriya,F
atiya,F
atmaja,F
atmikha,F
atreyi,F
atula,F
auhna,F
aurima,F
aushima,F
avaapya,F
avani,F
avanti,F
avantika,F
avantikaa,F
avasa,F
avathara,F
avigna,F
avinashi,F
avinashika,F
avipsa,F
avishi,F
avanija,F
avni,F
avnita,F
ayanna,F
ayati,F
ayeh,F
ayesha,F
ayurda,F
ayushi,F
ayushmati,F
ba,F
babita,F
bageshri,F
bahugandha,F
bahula,F
baijanti,F
bairavi,F
baka,F
bakul,F
bakula,F
bala,F
bandhavi,F
bandhura,F
banhi,F
bani,F
banmala,F
banni,F
bansari,F
barkha,F
barsha,F
baruni,F
basabi,F
basanti,F
bavishya,F
bavishni,F
beena,F
bel,F
bela,F
belli,F
benaka,F
bhadra,F
bhadrusha,F
bhagavathi,F
bhagini,F
bhagirathi,F
bhagwanti,F
bhagwati,F
bhagyalakshmi,F
bhagyashri,F
bhagyawati,F
bhairavi,F
bhakti,F
bhama,F
bhamini,F
bhandhavi,F
bhanu,F
bhanuja,F
bhanumati,F
bhanuni,F
bhanupriya,F
bhanusri,F
bharati,F
bharavi,F
bhargavi,F
bhaumi,F
bhavana,F
bhavani,F
bhavi,F
bhavika,F
bhavini,F
bhavna,F
bhavya,F
bhawna,F
bheema,F
bhooma,F
bhoomi,F
bhrithi,F
bhumika,F
bhupali,F
bhuvana,F
bhuvi,F
bidisha,F
bijal,F
bijali,F
bijli,F
bimala,F
bimbi,F
bina,F
bindhiya,F
bindu,F
binita,F
bipasha,F
bishakha,F
bodhi,F
brahmani,F
brijabala,F
brinda,F
briti,F
bryn,F
bulbul,F
back,F
home,F
cauvery,F
chaaya,F
chahna,F
chairavali,F
chaitali,F
chaitaly,F
chaitanya,F
chaitra,F
chakori,F
chakrika,F
chalama,F
chaman,F
chameli,F
champa,F
champakmala,F
chanchal,F
chanchala,F
chanchari,F
chanda,F
chandan,F
chandana,F
chandani,F
chandi,F
chandika,F
chandini,F
chandra,F
chandrabha,F
chandrabhaga,F
chandrajyoti,F
chandrakala,F
chandrakali,F
chandrakanta,F
chandrakanti,F
chandraki,F
chandralekha,F
chandramukhi,F
chandraprabha,F
chandrapushpa,F
chandrika,F
chandrima,F
chane,F
chapala,F
chara,F
charita,F
charmaine,F
charu,F
charulata,F
charulekha,F
charumati,F
charunetra,F
charusheela,F
charvi,F
chashmum,F
chatura,F
chaunta,F
chayla,F
chetana,F
chetna,F
chhavi,F
chhavvi,F
chhaya,F
chinmayi,F
chintamani,F
chintanika,F
chitra,F
chitragandha,F
chitrakshi,F
chitralekha,F
chitrali,F
chitrangada,F
chitrani,F
chitrathi,F
chitrita,F
chunni,F
daksha,F
dakshayani,F
dalaja,F
damini,F
damyanti,F
darika,F
darpana,F
darshana,F
daya,F
dayamayi,F
dayanita,F
dayita,F
deborah,F
deekshaa,F
deekshita,F
deena,F
deepa,F
deepal,F
deepali,F
deepakala,F
deepaprabha,F
deepavati,F
deepika,F
deepshika,F
deepta,F
deepti,F
deeta,F
deetya,F
deleena,F
demira,F
desna,F
devakali,F
devaki,F
devakiri,F
devangi,F
devani,F
devanshi,F
devapriya,F
devashree,F
deveshi,F
devi,F
devika,F
devina,F
devishi,F
devkanya,F
devki,F
devmani,F
devna,F
devyani,F
dhanashri,F
dhanishta,F
dhanvanti,F
dhanvi,F
dhanya,F
dhanyata,F
dhara,F
dharini,F
dharitri,F
dharmista,F
dharnitha,F
dharti,F
dharuna,F
dhatri,F
dheeptha,F
dhinushshini,F
dhlriti,F
dhriti,F
dhruti,F
dhruva,F
dhruvi,F
dhruvika,F
dhuti,F
dhwani,F
dhyana,F
dhyuti,F
dia,F
digambari,F
diksha,F
dimple,F
dipali,F
dipashri,F
dipika,F
dipti,F
disha,F
dishani,F
dishi,F
dishita,F
diti,F
divija,F
divya,F
divyana,F
divyanshi,F
diya,F
draupadi,F
drisana,F
drishti,F
drishya,F
dristi,F
druti,F
durga,F
durriya,F
durva,F
dyumna,F
dyuti,F
ecchumati,F
edha,F
eesha,F
eila,F
eiravati,F
ekaa,F
ekaja,F
ekani,F
ekanta,F
ekantika,F
ekaparnika,F
ekta,F
ela,F
elina,F
eswary,F
esha,F
eta,F
falguni,F
firaki,F
forum,F
fulki,F
fullan,F
fulmala,F
gajra,F
gandhali,F
ganesa,F
ganga,F
gangi,F
gangika,F
ganika,F
ganjan,F
garati,F
gargi,F
garima,F
gaura,F
gauri,F
gaurika,F
gautami,F
gayatri,F
geet,F
geeta,F
geeti,F
gina,F
ginni,F
gira,F
giribala,F
girija,F
girisha,F
gita,F
gitali,F
gitanjali,F
gitashri,F
gitika,F
giva,F
goda,F
godavari,F
godavri,F
gomti,F
gopa,F
gopi,F
gopika,F
gorma,F
gorochana,F
gourangi,F
gowri,F
greeshma,F
grishma,F
guddu,F
gul,F
gulab,F
gulika,F
gunavati,F
gunita,F
gunjan,F
gunjita,F
gunnika,F
gurjari,F
gurparveen,F
gyanada,F
haimi,F
haimavathi,F
hamsa,F
hamsavahini,F
hamsini,F
hansa,F
hansamala,F
hansini,F
haribala,F
harinakshi,F
harini,F
haripriya,F
harita,F
harsha,F
harshada,F
harshal,F
harshali,F
harshi,F
harshika,F
harshini,F
harshita,F
harsika,F
hasina,F
hasita,F
heera,F
heerkani,F
hem,F
hema,F
hemadri,F
hemakshi,F
hemal,F
hemalata,F
hemangi,F
hemangini,F
hemani,F
hemanti,F
hemaprabha,F
hemashri,F
hemavati,F
hemkanta,F
hemlata,F
henna,F
hera,F
hetal,F
hilla,F
hima,F
himabindu,F
himagouri,F
himaja,F
himani,F
hina,F
hinda,F
hiral,F
hiranmayi,F
hita,F
hitaishi,F
hiya,F
honey,F
hradini,F
hridya,F
hrithika,F
huma,F
humaila,F
hyma,F
hymavathi,F
idha,F
idika,F
iditri,F
iha,F
ihita,F
ijaya,F
iksha,F
ikshita,F
ikshula,F
iksura,F
ila,F
imani,F
ina,F
inas,F
indali,F
indira,F
indrakanta,F
indrakshi,F
indrani,F
indrina,F
indu,F
induja,F
indukala,F
indukanta,F
indulala,F
indulekha,F
induma,F
indumati,F
indumauli,F
indumukhi,F
induprabha,F
inika,F
inu,F
ipsa,F
ipsita,F
ira,F
iraja,F
iravati,F
irit,F
isha,F
ishana,F
ishani,F
ishanvi,F
ishi,F
ishita,F
ishta,F
ishwari,F
ishwarya,F
ishya,F
iti,F
itkila,F
iyla,F
jaba,F
jagadamba,F
jagadambika,F
jaganmayee,F
jaganmata,F
jaganmohini,F
jagati,F
jagrati,F
jagruti,F
jagvi,F
jahnavi,F
jaina,F
jaishnavi,F
jaitashri,F
jaladhija,F
jalaja,F
jalbala,F
jalpa,F
jalsa,F
jamuna,F
janaki,F
janaknandini,F
janani,F
janavika,F
janisha,F
janki,F
januja,F
janya,F
jarul,F
jasmin,F
jasmit,F
jasu,F
jasum,F
jasweer,F
jaasritha,F
jaya,F
jayalakshmi,F
jayalalita,F
jayamala,F
jayan,F
jayani,F
jayanti,F
jayaprabha,F
jayaprada,F
jayashree,F
jayashri,F
jayasudha,F
jayavanti,F
jayita,F
jayna,F
jayne,F
jeeteshi,F
jeevika,F
jeevitha,F
jesal,F
jhalak,F
jharna,F
jigisha,F
jigna,F
jignasa,F
jigyasa,F
jilpa,F
jinal,F
jinisha,F
jiya,F
joshila,F
joshitha,F
joshika,F
jovita,F
jowaki,F
juana,F
juhi,F
jui,F
jwala,F
jyeshtha,F
jyena,F
jyoti,F
jyotika,F
jyotirmayi,F
jyotishmati,F
jyotsna,F
kaajal,F
kaalaka,F
kaalanjari,F
kaamakya,F
kaasni,F
kadambari,F
kadambini,F
kairavi,F
kaishori,F
kajjali,F
kajol,F
kajri,F
kakali,F
kakoli,F
kala,F
kalakarni,F
kalapi,F
kalapini,F
kalavati,F
kali,F
kalika,F
kalima,F
kalindi,F
kalini,F
kallol,F
kalpana,F
kalpita,F
kalyani,F
kamakshi,F
kamal,F
kamala,F
kamalakshi,F
kamalika,F
kamalini,F
kamana,F
kameshvari,F
kamini,F
kamna,F
kamya=,F
kana,F
kanaka,F
kanakabati,F
kanaklata,F
kanakapriya,F
kanan,F
kananbala,F
kanasu,F
kanchan,F
kanchana,F
kanchanprabha,F
kanchi,F
kani,F
kanika,F
kanira,F
kanishka,F
kanjri,F
kankalini,F
kankana,F
kannaki,F
kanta,F
kanti,F
kanupriya,F
kanushi,F
kanushni,F
kanya,F
kanyaka,F
kanyakumari,F
kaksi,F
kapila,F
kapotakshi,F
karabi,F
karala,F
karalika,F
kareena,F
karishma,F
karka,F
karla,F
karnapriya,F
karthiaeini,F
karuka,F
karul,F
karuna,F
karunamayee,F
karunya,F
kashi,F
kashika,F
kashish,F
kashmira,F
kashvi,F
kashwini,F
kashyapi,F
kasturi,F
kathyayani,F
kaumudi,F
kausalya,F
kaushali,F
kaushalya,F
kaushiki,F
kaustubhi,F
kautirya,F
kaveri,F
kavika,F
kavin,F
kavita,F
kaviya,F
kavishri,F
kavni,F
kavya,F
keemaya,F
keertana,F
keerthana,F
keerthi,F
keerthika,F
kenga,F
kenisha,F
kerani,F
kesar,F
kesari,F
keshi,F
keshika,F
keshini,F
keshori,F
ketaki,F
ketika,F
ketki,F
keva,F
keya,F
keyuri,F
khanika,F
khushi,F
khyath,F
khyati,F
kimatra,F
kimaya,F
kina,F
kinaari,F
kinjal,F
kinnari,F
kinnera,F
kiran,F
kiranmala,F
kiranmayi,F
kirati,F
kirtana,F
kirti,F
kirtmalini,F
kiruba,F
kishmish,F
kishori,F
kitu,F
komal,F
komala,F
komali,F
koyel,F
koyna,F
kosi,F
krandasi,F
kranti,F
krina,F
kripa,F
kripi,F
krisha,F
krishi,F
krishna,F
krishnakali,F
krishnaveni,F
kriti,F
krittika,F
kritu,F
krupa,F
krupali,F
kruti,F
kshama,F
kshamya,F
kshanaprabha,F
kshanika,F
kshema,F
kshemya,F
kshipa,F
kshipra,F
kshipva,F
kshiraja,F
kshirin,F
kshirja,F
kshiti,F
kshitija,F
kuhuk,F
kuja,F
kumari,F
kumkum,F
kumud,F
kumuda,F
kumudini,F
kunda,F
kundan,F
kundanika,F
kunisha,F
kunjal,F
kunjalata,F
kunjana,F
kunshi,F
kuntal,F
kuntala,F
kunti,F
kurangi,F
kushala,F
kusum,F
kusuma,F
kusumanjali,F
kusumavati,F
kusumita,F
kusumlata,F
kuvam,F
kuvira,F
laabha,F
laalamani,F
laasya,F
labangalata,F
laboni,F
labuki,F
ladhi,F
ladli,F
laghima,F
laghuvi,F
laharika,F
lajita,F
lajja,F
lajjawati,F
lajvanti,F
lajvati,F
lajwanti,F
lajwati,F
lakhi,F
laksha,F
lakshaki,F
lakshana,F
lakshanya,F
lakshita,F
lakshmi,F
lakshmishree,F
lakshya,F
lalan,F
lalana,F
lalasa,F
lali,F
lalima,F
lalita,F
lalitamohana,F
laranya,F
lasaki,F
lata,F
latakara,F
latangi,F
latika,F
lavali,F
lavangi,F
lavani,F
lavanya,F
lavenia,F
laxmi,F
leela,F
leelamayee,F
leelavati,F
lilavati,F
leena,F
lekha,F
lekisha,F
leora,F
libni,F
lillian,F
lilly,F
lipi,F
lipika,F
lochana,F
lohini,F
lokajanani,F
lokamatri,F
lola,F
lolaksi,F
lolita,F
lona,F
lopa,F
lopamudra,F
loukya,F
lucia,F
lumbika,F
lunasha,F
maanika,F
madhavi,F
madhavilata,F
madhu,F
madhubala,F
madhuchanda,F
madhuksara,F
madhul,F
madhulata,F
madhulekha,F
madhulika,F
madhumalati,F
madhumathi,F
madhumitha,F
madhunisha,F
madhupriya,F
madhur,F
madhura,F
madhureema,F
madhuri,F
madhurima,F
madhushri,F
madhuvanthi,F
madhvi,F
madirakshi,F
magadhi,F
magana,F
maghi,F
mahabhadra,F
mahadevi,F
mahagauri,F
mahakali,F
mahakanta,F
mahalakshmi,F
mahamaya,F
mahaniya,F
mahasri,F
mahasweta,F
mahati,F
maheshi,F
maheshwari,F
mahi,F
mahijuba,F
mahika,F
mahima,F
mahita,F
mahiya,F
mahua,F
maina,F
maithili,F
maitreya,F
maitreyi,F
maitry,F
makali,F
makshi,F
mala,F
malashree,F
malati,F
malavika,F
malaya,F
maliha,F
malika,F
malina,F
malini,F
malka,F
malli,F
mallika,F
malti,F
malvika,F
mamata,F
mamta,F
mana,F
manali,F
manana,F
manasa,F
manasi,F
manasvi,F
manasvini,F
manavi,F
manda,F
mandakranta,F
mandakini,F
mandara,F
mandarmalika,F
mandavi,F
mandeepa,F
mandira,F
mandodari,F
mangala,F
mani,F
manideepa,F
manika,F
manikuntala,F
manimala,F
manimekhala,F
manini,F
maniratna,F
manisha,F
manishika,F
manjari,F
manjira,F
manjistha,F
manjyot,F
manju,F
manjubala,F
manjubhargavi,F
manjula,F
manjulika,F
manjusha,F
manjushri,F
manjusri,F
manmayi,F
manna,F
manorama,F
manoranjana,F
manshree,F
mansi,F
mantra,F
manushi,F
manushri,F
manya,F
marala,F
mareesha,F
margi,F
marichi,F
marichika,F
markandeya,F
marisa,F
marsha,F
marudhvathi,F
marushika,F
marya,F
masara,F
masum,F
matangi,F
matisha,F
matra,F
matrika,F
mausam,F
mausami,F
maya,F
mayra,F
mayukhi,F
mayura,F
mayuri,F
mayurika,F
medha,F
medini,F
meena,F
meenakshi,F
meenal,F
meera,F
megan,F
megha,F
meghana,F
meghavini,F
meha,F
mehak,F
mehal,F
mehul,F
mehuli,F
mekhala,F
mela,F
mena,F
menaha,F
menaja,F
menaka,F
methra,F
mihika,F
mihira,F
mili,F
mina,F
minakshi,F
minal,F
minati,F
minisha,F
mira,F
miraya,F
misha,F
mishaye,F
mishika,F
mishita,F
mishti,F
misri,F
mita,F
mithali,F
mithra,F
mithila,F
mohana,F
mohati,F
mohi,F
mohini,F
mohita,F
mokshita,F
moksin,F
molina,F
mona,F
monal,F
monica,F
monisha,F
moubani,F
moukthika,F
mounika,F
mounisha,F
mousumi,F
mridini,F
mridu,F
mridula,F
mrigakshi,F
mriganayani,F
mrinal,F
mrinali,F
mrinalika,F
mrinalini,F
mrinmayee,F
mritsa,F
mrittika,F
mruda,F
mrudula,F
mrunmai,F
mruthula,F
mudra,F
mudrika,F
mugdha,F
mukta,F
mukti,F
mukula,F
mukunda,F
muniya,F
muskan,F
mythily,F
mythri,F
nabah,F
nabanipa,F
nabhi,F
nachni,F
nadia,F
nadira,F
nagalata,F
nagashree,F
nagina,F
nagini,F
naidhrua,F
naija,F
naina,F
nainika,F
naisha,F
naishadha,F
nakti,F
nakshatra,F
nakula,F
nalika,F
nalini,F
namana,F
nami,F
namita,F
namrah,F
namrata,F
namasya,F
namuchi,F
nanaki,F
nanda,F
nandana,F
nandi,F
nandika,F
nandini,F
nandita,F
naomi,F
naomika,F
narayani,F
narmada,F
nartan,F
natasha,F
natali,F
navadurga,F
navaneeta,F
navdeep,F
naveena,F
navika,F
navisha,F
navistha,F
navita,F
navneeta,F
navya,F
nayana,F
nayantara,F
nayonika,F
neeharika,F
neela,F
neelabja,F
neelaja,F
neelakshi,F
neelam,F
neelanjana,F
neelima,F
neelisha,F
neelja,F
neelkamala,F
neena,F
neepa,F
neeraja,F
neeta,F
neeti,F
neha,F
nehal,F
neharika,F
netra,F
netravati,F
nidhi,F
nidhipa,F
nidra,F
niharika,F
niju,F
nikara,F
nikhita,F
nikki,F
nila,F
nilakshi,F
nilambari,F
nilaruna,F
nilasha,F
nilashri,F
nilaya,F
nilima,F
nilini,F
nilshikha,F
nimisha,F
nimita,F
nimmi,F
nina,F
ninarika,F
nipa,F
nipeksha,F
niradhara,F
niral,F
nirali,F
niramayee,F
niranjana,F
nirosha,F
nirja,F
nirmala,F
nirmayi,F
nirupa,F
nirupama,F
nirvana,F
nirvi,F
nisha,F
nishma,F
nishi,F
nishita,F
nishithini,F
nishka,F
nishtha,F
nistha,F
nita,F
nitara,F
nithya,F
niti,F
nitika,F
nitu,F
nitya,F
nityapriya,F
nityasri,F
nivedita,F
niverta,F
nivriti,F
niyati,F
noshi,F
nupura,F
nushi,F
nutan,F
oditi,F
oindrila,F
oja,F
ojal,F
ojasvi,F
ojaswini,F
oma,F
omaja,F
omana,F
omisha,F
omkareshwari,F
omkari,F
onella,F
oni,F
orpita,F
oviya,F
padma,F
padmagriha,F
padmaja,F
padmajai,F
padmakali,F
padmakshi,F
padmal,F
padmalaya,F
padmalochana,F
padmamalini,F
padmapriya,F
padmarekha,F
padmashri,F
padmavasa,F
padmavati,F
padmini,F
padnuni,F
pahal,F
pakhi,F
pakshalika,F
palak,F
palaksi,F
pallavi,F
pallavini,F
palomi,F
pameela,F
pamela,F
pampa,F
panchali,F
panini,F
panita,F
pankaja,F
pankajadharini,F
pankhadi,F
pankhudi,F
pankita,F
pankti,F
panna,F
paola,F
parajika,F
parama,F
parameshwari,F
paramita,F
paravi,F
parbarti,F
pari,F
paridhi,F
parina,F
parinita,F
parivita,F
pariyat,F
parmila,F
parmita,F
parnal,F
parnashri,F
parnakshi,F
parnavi,F
parni,F
parnika,F
parnita,F
parthavi,F
parthivi,F
parul,F
parvani,F
parvati,F
parveen,F
parvini,F
paulmi,F
pasha,F
pashupriya,F
patala,F
patmanjari,F
patralekha,F
paulomi,F
pauravi,F
pavaki,F
pavana,F
pavani,F
pavi,F
pavitra,F
payal,F
payoja,F
pehr,F
phiroza,F
phoolan,F
phutika,F
pia,F
piki,F
pinakini,F
pinga,F
pingla,F
pival,F
pivari,F
piyali,F
pooja,F
poonam,F
poorbi,F
poorna,F
poornakamala,F
poornima,F
poorva,F
poorvaganga,F
poorvaja,F
poorvi,F
poushali,F
prabha,F
prabhada,F
prabhati,F
prabhavati,F
pracheeta,F
prachi,F
pradeepta,F
pradnya,F
prafula,F
pragalbha,F
pragati,F
pragnya,F
pragya,F
pragyaparamita,F
pragyawati,F
prajakta,F
prajna,F
prakalpa,F
prakhya,F
prakriti,F
prama,F
pramada,F
pramila,F
pramiti,F
pranali,F
pranati,F
pranauthi,F
pranavi,F
pranaya,F
pranidhi,F
pranita,F
pranjal,F
pranjali,F
pranvuta,F
prapti,F
prarthana,F
prashansa,F
prashanthi,F
prasheetha,F
prasheila,F
prateeksha,F
pratibha,F
pratichi,F
pratigya,F
pratika,F
pratiksha,F
pratima,F
pratishtha,F
pratitha,F
pratiti,F
pratyasha,F
pratyaksha,F
pratyusha,F
praveena,F
prayuta,F
preet,F
preetha,F
preeti,F
prema,F
premila,F
prerna,F
preshti,F
prestha,F
preyasi,F
prianka,F
prina,F
prinaka,F
prisha,F
prita,F
prital,F
pritha,F
prithika,F
prithuloma,F
priti,F
pritika,F
pritikana,F
pritilata,F
priya,F
priyadarshini,F
priyadutta,F
priyal,F
priyala,F
priyam,F
priyamvada,F
priyanka,F
priyanvada,F
priyasha,F
prutha,F
puja,F
puji,F
pujita,F
pujya,F
pulak,F
pulakita,F
puloma,F
punarnava,F
punarvi,F
punam,F
pundari,F
punita,F
punthali,F
punya,F
purala,F
purandhri,F
purnima,F
purva,F
purvaja,F
purvi,F
pusha,F
pushpa,F
pushpagandha,F
pushpalata,F
pushpanjali,F
pushpavathi,F
pushpita,F
pusti,F
putana,F
putul,F
raaka,F
raakhi,F
rabia,F
rabhya,F
rachana,F
rachika,F
rachita,F
rachna,F
radha,F
radhika,F
raga,F
ragi,F
ragini,F
rahela,F
raima,F
raja,F
rajalakshmi,F
rajanigandha,F
rajashri,F
rajasi,F
rajata,F
rajdulari,F
rajeshri,F
rajeshwari,F
rajhansa,F
raji,F
rajika,F
rajkumari,F
rajnandini,F
rajni,F
rajshri,F
rajul,F
raka,F
rakhi,F
raksha,F
rakshita,F
rakshasamardini,F
rakti,F
rama,F
ramani,F
rambha,F
rameshwari,F
ramini,F
ramita,F
ramola,F
ramra,F
ramya,F
rangana,F
rangat,F
ranhita,F
rani,F
ranita,F
ranjana,F
ranjini,F
ranjita,F
ranjudeep,F
ranya,F
rashi,F
rashmi,F
rashmika,F
rasika,F
rasna,F
ratanjali,F
ratchika,F
rati,F
ratna,F
ratnabala,F
ratnabali,F
ratnajyoti,F
ratnalekha,F
ratnali,F
ratnamala,F
ratnangi,F
ratnaprabha,F
ratnapriya,F
ratnavali,F
ratri,F
raveena,F
raviprabha,F
raya,F
rebha,F
reema,F
reena,F
rekha,F
reman,F
reneeka,F
renu,F
renuka,F
resham,F
reshika,F
reshma,F
reshmi,F
reva,F
revathi,F
revati,F
rewa,F
rhea,F
rheeya,F
ria,F
richa,F
richitha,F
riddhi,F
ridhima,F
riju/,F
rijuta,F
rima,F
rina,F
risha,F
rishika,F
rishima,F
rishma,F
rishmitha,F
rishita,F
rita,F
rithika,F
riti,F
ritika,F
ritisha,F
ritsika,F
ritu,F
rituparna,F
riya,F
rochi,F
rohana,F
rohin,F
rohini,F
rohita,F
roma,F
romila,F
roop,F
roopa,F
roopali,F
roopini,F
roshna,F
roshni,F
rubaina,F
rucha,F
ruchi,F
ruchika,F
ruchira,F
ruchita,F
rudra,F
rudrabhiravi,F
rudrakali,F
rudrani,F
rudrapriya,F
rugu,F
ruhi,F
ruhin,F
rujula,F
rujuta,F
rukhmini,F
rukma,F
rukmini,F
ruma,F
rupa,F
rupal,F
rupam,F
rupali,F
rupashi,F
rupashri,F
rupasi,F
rupeshwari,F
rupi,F
rupika,F
rusham,F
rushda,F
ruth,F
rutva,F
saachi,F
saanjh,F
saanvi,F
sabeena,F
sabita,F
sabrang,F
sabri,F
sachi,F
sachita,F
sadabhuja,F
sadhana,F
sadhika,F
sadhna,F
sadhvi,F
saee,F
saesha,F
sagari,F
sagarika,F
sagun,F
saguna,F
sahana,F
sahasra,F
saheli,F
sahiba,F
sahila,F
sahima,F
sahira,F
sahitya,F
sahoj,F
sai,F
saijayani,F
sajala,F
sajani,F
sajili,F
sajni,F
saketha,F
sakhi,F
sakshi,F
salila,F
saloni,F
sama,F
samali,F
samata,F
samanmitha,F
sameena,F
sameera,F
samhita,F
samidha,F
samiksha,F
samita,F
samiya,F
sampada,F
sampatti,F
sampriti,F
samreen,F
samriddhi,F
samrta,F
samskara,F
samvidha,F
samvrita,F
samyuktha,F
sana,F
sananda,F
sanatani,F
sanavi,F
sanchali,F
sanchaya,F
sanchita,F
sandhra,F
sandhya,F
sanemi,F
sanghavi,F
sangita,F
sangya,F
sani,F
sanika,F
saniya,F
sanjana,F
sanjaya,F
sanjita,F
sanjivani,F
sanjna,F
sanjukta,F
sanjula,F
sanjushree,F
sankul,F
sannidhi,F
sanobar,F
sanoja,F
sansita,F
sanskriti,F
santati,F
santosh,F
santoshi,F
santushti,F
sanvali,F
sanvi,F
sanyogita,F
sanyukta,F
saparna,F
saphala,F
sapna,F
sara,F
sarada,F
sarakshi,F
sarala,F
sarama,F
saranya,F
sarasa,F
sarasi,F
saraswati,F
saravati,F
sarayu,F
sarbani,F
sargini,F
sarika,F
sarisha,F
sarita,F
sarjana,F
sarjena,F
sarla,F
saroja,F
sarojini,F
saruchi,F
sarupa,F
saruprani,F
sarvagjna,F
sarvajina,F
sarvani,F
sarvika,F
sashi,F
sashmita,F
sasthi,F
satha,F
sati,F
sattviki,F
satvari,F
satvi,F
satvika,F
satviki,F
satya,F
satyaki,F
satyarupa,F
satyavati,F
saudamini,F
saumyaa,F
saumyi,F
saundarya,F
saura,F
